customer_id,age,gender,city,signup_date,last_active_date,plan_type,monthly_fee,tenure_months,support_tickets,avg_session_time,discount_percent,marketing_channel,churned,total_revenue
10613,19,Male,Pune,11/18/2022,6/29/2021,Standard,471,12,3,18.61,15,Organic,Yes,5581.35
10614,22,Male,Chennai,10/9/2021,7/9/2021,Standard,1348,13,2,43.93,20,Organic,No,17254.4
10615,,Female,Pune,3/17/2022,10/7/2023,Premium,692,22,0,34.42,0,Ads,No,15224
10616,54,Male,Delhi,10/20/2021,2/2/2023,Premium,1426,15,3,25.33,10,Referral,No,21247.4
10617,55,Male,Bangalore,1/8/2023,11/20/2021,Premium,1001,13,3,67.64,0,Organic,Yes,13013
10618,36,Female,Bangalore,1/7/2021,6/17/2021,Premium,848,1,2,68.63,0,Email,Yes,848
10619,25,Female,Pune,10/1/2022,7/26/2021,Premium,1083,1,4,31.13,20,Referral,No,866.4
10620,62,Female,Delhi,4/2/2021,1/12/2022,Basic,631,11,1,86.87,20,Referral,No,6814.8
10621,18,Male,Mumbai,7/9/2021,12/10/2022,Basic,1093,22,2,89.29,5,Organic,No,23991.35
10622,39,Female,,5/21/2023,8/6/2021,Standard,948,35,3,7.41,0,Referral,No,33180
10623,34,Male,Chennai,4/21/2022,12/14/2021,Premium,1282,6,2,50.51,0,Ads,Yes,7692
10624,24,Female,Delhi,5/26/2022,3/16/2023,Standard,1352,28,4,107.37,20,Referral,No,37585.6
10625,42,Female,Mumbai,4/7/2022,9/13/2023,Standard,842,31,1,64.84,10,Ads,No,26017.8
10626,62,Female,Bangalore,2/22/2021,6/23/2021,Basic,1342,8,1,44.98,20,Organic,No,10467.6
10627,21,Female,Hyderabad,1/24/2023,1/27/2023,Basic,1471,5,5,34.17,10,Referral,No,7207.9
10628,53,Male,Hyderabad,5/1/2022,6/24/2023,Standard,790,17,3,32.99,20,Email,No,13272
10629,23,Female,Delhi,10/6/2022,1/23/2022,Basic,582,9,2,16.47,15,Email,No,5150.7
10630,48,Female,Mumbai,5/5/2022,12/18/2022,Basic,1161,10,5,98.98,0,Ads,Yes,11610
10631,36,Male,Mumbai,12/30/2021,10/16/2021,Basic,412,20,4,14.97,10,Ads,Yes,8198.8
10632,61,Female,Chennai,4/22/2021,9/16/2022,Basic,1161,14,4,,15,Organic,No,16079.85
10633,56,Male,Bangalore,2/13/2022,9/23/2023,Standard,909,14,5,10.25,10,Referral,No,12635.1
10634,44,Female,Pune,1/7/2021,7/24/2023,Basic,807,26,3,94.86,5,Ads,Yes,20941.65
10635,27,Female,Mumbai,1/12/2023,12/5/2022,Standard,765,29,3,9.52,5,Ads,No,22146.75
10636,,Female,Pune,10/30/2022,1/31/2023,Basic,1123,27,1,40.45,0,Organic,No,30321
10637,36,Male,Hyderabad,7/16/2021,4/26/2023,Premium,908,25,5,70.93,15,Referral,No,22563.8
10638,56,Female,Pune,4/15/2023,3/2/2023,Basic,1421,16,8,52.1,15,Referral,No,22522.85
10639,20,Female,Bangalore,5/26/2023,1/15/2022,Standard,589,34,0,37.46,5,Ads,No,19996.55
10640,62,Female,Bangalore,1/5/2023,4/13/2022,Standard,1167,16,2,36.65,0,Referral,No,18672
10641,30,Male,Pune,1/2/2022,1/19/2023,Basic,1479,33,0,96.75,5,Referral,No,48733.05
10642,45,Male,Delhi,9/7/2021,7/8/2023,Premium,1081,3,0,117.01,15,Referral,No,3080.85
10643,37,Female,Mumbai,8/18/2022,5/22/2023,Standard,461,23,2,45.02,10,Email,Yes,10556.9
10644,45,Male,Delhi,8/28/2021,5/28/2023,Basic,923,11,0,9.5,15,Referral,No,10014.55
10645,25,Female,Pune,1/15/2022,11/3/2023,Basic,1016,18,2,9.21,,Email,No,18288
10646,58,Female,Mumbai,5/22/2023,2/2/2023,Premium,1420,29,2,92.31,15,Referral,Yes,40967
10647,56,Female,Chennai,4/15/2023,12/13/2022,Standard,866,5,3,68.52,20,Referral,No,4156.8
10648,18,Female,Delhi,4/16/2022,12/18/2021,Basic,1293,24,1,95.11,15,Referral,No,30838.05
10649,20,Female,Delhi,2/14/2023,2/13/2022,Basic,1440,29,1,85.21,20,Ads,No,41472
10650,30,Male,Pune,12/2/2022,9/23/2022,Premium,895,29,0,109.36,5,Ads,Yes,25910.25
10651,45,Male,Hyderabad,3/31/2022,11/5/2023,Standard,1258,26,4,106.87,20,Email,No,32456.4
10652,42,Male,Pune,1/1/2022,11/25/2021,Standard,1312,3,1,95.66,15,Referral,Yes,3739.2
10653,50,Male,Delhi,10/17/2021,6/27/2023,Basic,774,2,1,59.65,15,Email,Yes,1431.9
10654,55,Female,Mumbai,5/24/2023,10/1/2021,Standard,917,25,2,40.43,15,Referral,No,22787.45
10655,23,Female,Hyderabad,2/7/2022,5/8/2022,Basic,940,19,0,63.31,0,Organic,No,17860
10656,61,Female,Pune,2/27/2021,11/18/2021,Basic,561,2,2,62.74,5,Email,No,1093.95
10657,62,Female,Pune,6/5/2022,9/23/2023,Standard,461,19,2,75.18,20,Ads,No,8666.8
10658,49,Other,Delhi,10/31/2021,3/10/2023,Premium,480,1,2,26.4,10,Organic,No,432
10659,62,Female,Delhi,4/25/2021,7/29/2021,Basic,1024,27,0,80.4,20,Ads,No,27443.2
10660,64,Female,Chennai,7/29/2021,5/6/2023,Standard,768,35,4,57.51,15,Organic,No,26764.8
10661,38,Female,Pune,2/10/2021,9/8/2022,Standard,320,5,5,76.32,10,Organic,No,1568
10662,33,Male,Delhi,3/27/2023,7/20/2023,Standard,559,4,2,32.55,10,Organic,No,2180.1
10663,38,Male,Bangalore,6/22/2021,2/15/2022,Premium,765,17,1,54.96,20,Email,No,12852
10664,28,Male,Hyderabad,8/22/2021,6/8/2022,Standard,1439,21,1,29.17,20,Email,No,29931.2
10665,54,Female,Bangalore,3/4/2023,9/3/2021,Basic,836,31,2,105.66,20,Ads,No,25748.8
10666,53,Female,Hyderabad,6/3/2023,10/3/2021,Premium,1251,22,1,61.12,20,Email,No,27271.8
10667,,Male,Pune,8/13/2022,7/11/2021,Standard,1065,11,2,30.87,5,Ads,No,11661.75
10668,36,Male,Chennai,9/12/2022,11/8/2023,Premium,1258,34,3,9.74,0,Referral,No,42772
10669,37,Female,Delhi,3/4/2023,2/9/2022,Standard,1233,15,2,82.71,0,Ads,Yes,18495
10670,35,Male,Delhi,2/7/2022,6/7/2021,Premium,1150,10,2,29.68,20,Ads,Yes,11270
10671,64,Male,Delhi,2/8/2021,9/14/2022,Basic,1491,32,1,118.8,0,Email,No,47712
10672,58,Female,Pune,4/29/2021,5/29/2023,Basic,832,31,5,66.38,20,Ads,No,25625.6
10673,31,Male,Hyderabad,12/1/2021,10/24/2022,Premium,314,28,0,,20,Email,No,8729.2
10674,32,Male,Delhi,12/2/2021,1/2/2023,Basic,349,31,3,80.63,20,Ads,No,10749.2
10675,48,Female,Bangalore,6/23/2022,8/8/2021,Basic,1298,6,0,36.65,5,Referral,Yes,7723.1
10676,18,Female,Delhi,9/8/2022,8/20/2021,Standard,603,14,2,99.33,15,Email,Yes,8351.55
10677,20,Female,Pune,3/15/2021,11/24/2022,Premium,715,23,3,40.45,0,Email,No,16445
10678,33,Male,Chennai,7/10/2021,1/6/2023,Basic,604,16,2,118.65,0,Referral,Yes,9664
10679,40,Male,Bangalore,11/20/2021,2/17/2022,Premium,495,25,2,74.59,5,Email,No,12350.25
10680,28,Male,Delhi,5/27/2021,8/28/2021,Standard,1112,2,2,102.11,5,Ads,Yes,2168.4
10681,29,Female,Delhi,2/6/2023,12/25/2021,Standard,1099,34,3,13.37,20,Organic,No,37146.2
10682,27,Female,Mumbai,10/11/2021,12/30/2021,Premium,687,25,2,45.05,20,Email,No,17037.6
10683,49,Male,,8/1/2021,9/12/2023,Basic,1056,16,0,89.81,15,Organic,No,16737.6
10684,33,Female,Bangalore,9/27/2022,2/21/2022,Basic,754,18,1,80.33,0,Ads,No,13572
10685,25,Male,Mumbai,12/19/2022,3/20/2022,Basic,1012,13,4,27.34,5,Referral,No,13105.4
10686,55,Male,Chennai,1/22/2023,12/24/2021,Standard,1004,27,2,45.96,15,Email,No,26957.4
10687,29,Male,Hyderabad,1/29/2022,4/29/2022,Standard,1147,34,2,35.3,0,Organic,No,38998
10688,41,Male,Bangalore,12/5/2021,8/16/2021,Premium,1450,11,1,75.54,15,Referral,No,15732.5
10689,45,Female,Delhi,3/9/2023,3/15/2022,Standard,474,1,1,44.63,15,Referral,Yes,402.9
10690,25,Female,Bangalore,1/22/2021,7/17/2021,Standard,1457,13,2,40.54,20,Email,No,18649.6
10691,,Male,Delhi,2/10/2023,2/12/2023,Standard,1389,30,1,28.85,15,Organic,No,41461.65
10692,53,Female,Hyderabad,5/19/2023,12/17/2021,Basic,578,5,1,52.04,20,Email,No,2774.4
10693,43,Male,Delhi,4/15/2021,8/1/2022,Basic,1057,18,3,27.48,0,Ads,Yes,19026
10694,25,Female,Chennai,4/11/2022,12/27/2021,Premium,662,14,3,115.7,0,Referral,No,9268
10695,45,Female,Pune,4/4/2022,11/5/2023,Basic,470,13,1,22.77,20,Organic,No,6016
10696,45,Male,Delhi,3/8/2022,7/25/2022,Basic,1374,32,3,110.03,10,Email,No,43830.6
10697,54,Female,Chennai,2/9/2023,11/1/2021,Standard,964,7,3,54.27,15,Referral,No,6603.4
10698,,Male,Pune,12/17/2022,11/4/2022,Basic,891,8,2,48.45,,Email,Yes,7128
10699,53,Male,Hyderabad,4/2/2023,7/20/2022,Premium,1230,7,1,31.6,15,Organic,No,8425.5
10700,44,Male,Hyderabad,2/13/2023,5/19/2022,Basic,1468,16,3,78.11,10,Ads,Yes,23341.2
10701,34,Female,Bangalore,9/11/2022,11/4/2021,Basic,573,31,2,83.84,15,Ads,No,17677.05
10702,26,Female,Chennai,2/2/2023,2/16/2022,Basic,1478,27,2,58.77,10,Ads,No,39758.2
10703,50,Male,Chennai,8/9/2021,8/16/2021,Standard,807,33,2,11.41,5,Email,No,26590.65
10704,37,Female,Mumbai,1/14/2022,7/9/2023,Basic,662,29,3,110.63,10,Referral,Yes,19131.8
10705,30,Female,Mumbai,8/10/2021,10/1/2022,Standard,1147,8,1,117.74,0,Ads,No,9176
10706,45,Female,Pune,9/15/2021,10/9/2021,Premium,954,33,3,,20,Ads,No,31291.2
10707,,Female,Pune,12/14/2022,12/31/2022,Premium,597,19,1,75.57,20,Ads,No,11223.6
10708,30,Female,Mumbai,1/2/2022,8/29/2022,Basic,793,21,5,56.78,15,Ads,No,16534.05
10709,63,Male,Pune,2/9/2023,6/10/2023,Standard,845,21,2,42.02,5,Organic,No,17702.75
10710,52,Male,Delhi,12/15/2021,11/10/2021,Standard,603,25,1,13.89,15,Organic,No,14984.55
10711,23,Other,Mumbai,8/13/2021,6/15/2021,Premium,1203,23,2,57.45,10,Referral,No,27548.7
10712,35,Male,Chennai,12/15/2022,1/18/2022,Premium,538,11,2,99.11,20,Organic,Yes,5810.4
10713,22,Other,Delhi,1/8/2023,12/12/2021,Basic,949,33,1,6.96,10,Organic,Yes,31222.1
10714,64,Female,Pune,8/24/2021,10/9/2023,Standard,1183,20,0,71.94,20,Organic,No,23423.4
10715,42,Male,Hyderabad,7/2/2021,11/24/2022,Basic,1499,25,2,106.29,20,Email,No,37175.2
10716,19,Male,Bangalore,12/13/2022,5/25/2022,Basic,709,26,3,30.02,20,Organic,No,18292.2
10717,27,Male,Mumbai,5/19/2023,9/28/2023,Basic,1025,12,1,26.07,0,Email,No,12300
10718,,Female,Hyderabad,1/28/2023,4/27/2022,Standard,1346,32,2,93.81,,Email,Yes,42937.4
10719,62,Male,Pune,3/20/2022,8/1/2022,Standard,617,33,4,34.33,15,Organic,No,20268.45
10720,22,Male,Chennai,5/15/2023,10/10/2022,Basic,824,10,2,27.08,5,Email,No,8198.8
10721,50,Male,Bangalore,9/15/2022,9/6/2023,Standard,1204,4,2,48.47,15,Ads,No,4635.4
10722,18,Male,Hyderabad,1/6/2021,9/29/2022,Basic,1323,15,2,50.14,10,Referral,No,19712.7
10723,35,Female,Bangalore,8/24/2021,8/17/2023,Standard,919,6,2,105.52,5,Organic,No,5468.05
10724,49,Male,Mumbai,5/7/2021,8/23/2022,Basic,1252,27,3,76.12,15,Organic,Yes,33616.2
10725,64,Female,Pune,4/14/2021,7/18/2022,Basic,1431,5,2,51.69,5,Referral,No,7083.45
10726,28,Male,Chennai,1/19/2023,4/26/2022,Basic,1100,5,1,66.45,10,Organic,No,5390
10727,38,Male,Pune,4/25/2022,6/2/2023,Basic,1215,18,2,114.71,20,Organic,No,21627
10728,43,Male,Bangalore,6/4/2021,11/6/2023,Standard,1499,28,2,18.02,10,Referral,No,41822.1
10729,42,Male,Hyderabad,9/14/2021,10/25/2021,Basic,619,35,1,28.89,0,Email,No,21665
10730,39,Other,Mumbai,8/23/2021,2/14/2022,Standard,1175,22,2,115.69,5,Ads,No,25791.25
10731,44,Female,Mumbai,5/15/2022,3/19/2022,Basic,628,34,0,115.09,10,Email,No,21289.2
10732,30,Male,Pune,10/16/2021,8/20/2023,Standard,1052,4,4,25.37,20,Ads,No,3997.6
10733,50,Female,Hyderabad,5/25/2022,10/21/2021,Standard,956,18,3,21.69,20,Referral,Yes,17016.8
10734,51,Male,Hyderabad,7/6/2022,6/17/2023,Basic,1337,26,2,,10,Email,No,34628.3
10735,58,Male,Bangalore,3/11/2023,2/17/2023,Standard,370,22,5,,15,Email,No,8084.5
10736,52,Other,Pune,12/10/2022,5/31/2022,Basic,1126,33,4,80.31,10,Ads,Yes,37045.4
10737,18,Female,Pune,2/24/2023,8/29/2021,Standard,1164,14,2,13.91,20,Ads,No,16063.2
10738,38,Other,Delhi,6/13/2023,5/21/2023,Basic,1227,31,1,11.67,10,Ads,No,37914.3
10739,23,Male,Pune,2/15/2023,11/11/2021,Standard,405,10,0,60.8,0,Ads,Yes,4050
10740,45,Female,Mumbai,7/23/2022,9/24/2022,Standard,1069,24,0,115.15,15,Organic,No,25495.65
10741,34,Male,Bangalore,10/25/2021,8/23/2021,Premium,1192,21,2,54.08,10,Referral,Yes,24912.8
10742,22,Male,Hyderabad,9/2/2022,8/16/2021,Standard,495,8,0,46,20,Ads,No,3861
10743,48,Female,Pune,5/17/2021,4/4/2023,Standard,444,32,4,119.77,10,Email,No,14163.6
10744,22,Male,Bangalore,1/11/2022,10/30/2022,Basic,770,31,1,66.18,10,Email,No,23793
10745,55,Female,Pune,3/28/2021,9/28/2022,Premium,515,34,2,48.15,5,Email,No,17484.25
10746,20,Female,Hyderabad,2/23/2022,1/11/2023,Standard,1416,23,3,49.37,10,Ads,No,32426.4
10747,40,Male,Chennai,1/24/2023,1/24/2023,Basic,559,25,2,27.42,0,Referral,No,13975
10748,54,Female,Hyderabad,7/18/2021,1/20/2023,Premium,1233,7,5,63.91,,Organic,No,8384.4
10749,54,Female,Hyderabad,4/8/2022,7/22/2023,Basic,874,19,1,55.47,5,Ads,No,16562.3
10750,27,Male,Hyderabad,3/13/2022,9/12/2021,Premium,584,7,0,36.14,10,Ads,No,4029.6
10751,27,Female,Pune,11/6/2021,8/26/2022,Premium,783,8,3,23.46,15,Organic,No,6146.55
10752,36,Female,Delhi,8/19/2022,9/30/2022,Basic,671,14,2,40.79,0,Referral,No,9394
10753,34,Male,Hyderabad,1/24/2023,5/5/2022,Standard,369,1,3,63.5,0,Ads,No,369
10754,38,Female,Mumbai,10/8/2021,4/18/2023,Basic,678,13,2,11.71,0,Email,No,8814
10755,31,Other,Mumbai,11/19/2021,12/18/2022,Basic,601,3,0,22.68,5,Email,No,1772.95
10756,26,Male,Bangalore,2/3/2023,11/17/2023,Basic,554,28,2,113.98,10,Ads,No,15456.6
10757,63,Female,Delhi,12/3/2022,9/21/2022,Standard,1243,15,1,67.43,0,Referral,No,18645
10758,18,Male,Bangalore,6/1/2021,5/24/2023,Basic,991,3,3,12.3,10,Email,No,2873.9
10759,62,Female,Mumbai,10/29/2021,1/28/2023,Basic,1133,4,3,84.71,15,Email,No,4362.05
10760,30,Female,Mumbai,10/5/2021,1/9/2022,Standard,1016,5,1,12.11,10,Organic,Yes,4978.4
10761,21,Male,Chennai,10/13/2022,6/9/2021,Basic,723,26,0,89.97,10,Referral,No,18725.7
10762,18,Male,Hyderabad,11/19/2022,7/23/2021,Basic,512,25,3,91.25,10,Ads,Yes,12748.8
10763,57,Female,Mumbai,1/8/2021,8/16/2021,Basic,399,10,1,79.87,20,Organic,Yes,3910.2
10764,49,Male,Pune,3/18/2023,5/19/2023,Basic,1435,8,6,89.2,5,Organic,No,11408.25
10765,51,Female,Pune,8/23/2021,10/16/2022,Standard,607,12,2,15.12,10,Organic,Yes,7223.3
10766,45,Male,Bangalore,11/6/2022,4/12/2022,Basic,977,3,1,88.58,0,Referral,Yes,2931
10767,48,Female,Bangalore,7/15/2022,8/23/2023,Premium,774,27,2,20.72,,Referral,No,20743.2
10768,25,Female,Hyderabad,10/29/2021,8/31/2023,Standard,411,23,2,44.04,10,Referral,No,9411.9
10769,56,Female,Hyderabad,2/7/2021,9/20/2023,Basic,1410,33,0,113.42,20,Ads,Yes,46248
10770,43,Male,Chennai,5/16/2021,2/14/2023,Basic,482,14,3,62.83,5,Referral,No,6723.9
10771,51,Female,Delhi,4/2/2023,10/11/2023,Basic,896,23,1,116.25,20,Organic,No,20428.8
10772,20,Female,Bangalore,2/25/2022,11/12/2021,Standard,464,31,2,15.23,0,Email,No,14384
10773,29,Male,Hyderabad,8/7/2021,3/6/2022,Basic,1114,13,2,59.92,10,Ads,No,14370.6
10774,18,Male,Bangalore,12/14/2021,6/27/2021,Basic,389,12,3,,0,Ads,Yes,4668
10775,61,Male,Hyderabad,3/19/2023,8/9/2021,Premium,754,35,1,77.47,15,Ads,No,26276.9
10776,22,Female,Mumbai,6/30/2022,1/4/2022,Basic,537,18,1,14.05,20,Organic,Yes,9558.6
10777,47,Female,Bangalore,5/14/2023,5/31/2022,Basic,833,21,2,25.17,20,Referral,No,17326.4
10778,47,Male,Mumbai,3/20/2021,5/2/2023,Premium,1026,1,1,34.77,20,Organic,No,820.8
10779,34,Female,Bangalore,1/18/2023,9/23/2023,Standard,357,9,3,91.11,5,Email,No,3195.15
10780,64,Male,Delhi,6/14/2023,4/2/2022,Basic,841,23,1,,0,Referral,No,19343
10781,40,Male,Chennai,9/30/2021,10/2/2021,Standard,1321,14,4,102.36,15,Email,No,18295.85
10782,32,Other,Pune,6/10/2021,6/19/2021,Basic,917,11,0,20.17,5,Ads,No,10041.15
10783,54,Female,Pune,11/18/2022,2/12/2022,Standard,701,7,2,9.05,5,Ads,No,4871.95
10784,38,Female,Pune,5/28/2023,3/23/2022,Standard,1305,31,5,50.43,10,Organic,No,40324.5
10785,31,Male,Mumbai,11/4/2021,6/22/2021,Premium,1141,24,3,117.64,15,Referral,No,27212.85
10786,19,Female,,1/9/2022,10/28/2023,Premium,1138,26,3,17.69,20,Ads,Yes,29360.4
10787,28,Female,Pune,1/3/2023,8/24/2022,Premium,818,30,2,16.7,20,Organic,No,24376.4
10788,56,Male,Delhi,1/9/2021,12/4/2022,Premium,496,34,4,91.38,10,Email,No,16814.4
10789,55,Female,Pune,3/12/2023,12/2/2022,Standard,345,5,3,40.9,20,Organic,Yes,1656
10790,51,Female,Bangalore,3/20/2022,7/18/2021,Basic,829,5,0,87.49,0,Referral,Yes,4145
10791,55,Female,Mumbai,4/23/2021,4/26/2023,Standard,1299,19,1,28,20,Referral,No,24421.2
10792,51,Male,Bangalore,7/24/2021,1/8/2023,Standard,1075,28,6,57.91,0,Referral,No,30100
10793,35,Female,Bangalore,2/9/2022,5/22/2023,Premium,373,26,4,35.51,10,Ads,Yes,9660.7
10794,47,Female,Bangalore,11/29/2022,11/30/2021,Basic,634,23,5,56.93,10,Organic,Yes,14518.6
10795,32,Male,Chennai,5/3/2023,8/9/2022,Premium,932,30,3,93.45,0,Email,No,27960
10796,44,Female,Chennai,7/16/2021,9/15/2021,Premium,987,3,3,92.63,20,Referral,Yes,2763.6
10797,51,Female,Hyderabad,2/17/2023,12/5/2021,Premium,874,28,0,64.31,10,Organic,No,24384.6
10798,55,Male,Mumbai,2/13/2023,7/16/2023,Premium,595,33,2,111.76,10,Ads,No,19575.5
10799,50,Male,Delhi,1/30/2023,8/25/2021,Basic,1407,3,2,35.34,0,Email,No,4221
10800,41,Female,,4/25/2021,9/14/2023,Basic,1338,5,3,32.64,10,Email,No,6556.2
10801,32,Female,Delhi,5/1/2021,9/21/2023,Basic,1457,19,1,75.59,20,Email,Yes,27391.6
10802,47,Female,Bangalore,10/15/2022,8/30/2022,Basic,777,1,5,76.45,10,Ads,No,699.3
10803,59,Male,Chennai,3/6/2021,10/15/2021,Standard,932,9,7,10.35,0,Referral,No,8388
10804,34,Other,Mumbai,10/3/2021,10/6/2023,Premium,618,5,3,74.89,20,Ads,No,2966.4
10805,22,Male,Bangalore,4/5/2023,11/15/2023,Premium,778,34,2,48.06,15,Email,Yes,26335.3
10806,46,Male,Chennai,8/27/2021,5/2/2022,Standard,667,33,4,90.96,0,Organic,No,22011
10807,,Female,Chennai,10/29/2021,1/28/2023,Basic,666,25,1,97.93,15,Email,No,16550.1
10808,27,Male,,1/27/2022,9/16/2023,Basic,677,29,0,68.5,10,Organic,No,19565.3
10809,34,Male,Pune,6/6/2022,6/27/2023,Basic,762,25,2,5.2,20,Ads,No,18897.6
10810,27,Male,Mumbai,1/4/2022,9/12/2022,Basic,312,9,2,78.18,10,Ads,No,2776.8
10811,34,Male,Mumbai,8/21/2021,1/23/2023,Standard,835,3,0,91.12,20,Ads,Yes,2338
10812,37,Male,Mumbai,7/14/2021,12/23/2022,Basic,1491,15,2,33.63,5,Organic,No,22290.45
10813,41,Other,Bangalore,1/12/2021,7/8/2022,Basic,569,4,0,58.43,10,Ads,No,2219.1
10814,22,Male,Hyderabad,11/20/2022,11/22/2022,Basic,1393,20,1,,10,Referral,Yes,27720.7
10815,51,Female,Mumbai,6/26/2021,8/11/2021,Standard,675,23,0,39.28,10,Email,No,15457.5
10816,23,Female,Pune,8/5/2021,7/22/2023,Standard,1412,8,2,30.66,0,Referral,No,11296
10817,19,Female,Hyderabad,1/11/2021,6/24/2021,Standard,556,33,1,29.25,20,Organic,No,18236.8
10818,30,Male,Bangalore,3/22/2022,2/14/2023,Basic,516,33,1,69.26,20,Ads,Yes,16924.8
10819,60,Female,Hyderabad,9/22/2022,8/21/2023,Premium,749,7,0,114.23,20,Email,No,5093.2
10820,60,Female,Delhi,6/13/2021,9/28/2022,Basic,1193,22,0,75,0,Ads,No,26246
10821,28,Female,Hyderabad,7/5/2022,7/26/2021,Standard,1464,5,1,39.88,20,Ads,Yes,7027.2
10822,64,Female,,2/22/2021,1/9/2022,Standard,1484,15,0,78.44,10,Email,Yes,22111.6
10823,40,Female,Bangalore,8/6/2021,2/22/2023,Standard,331,21,7,76.86,15,Email,No,6901.35
10824,33,Male,Mumbai,12/19/2022,11/26/2021,Premium,1475,25,1,73.65,5,Referral,Yes,36801.25
10825,48,Female,Pune,4/4/2023,8/9/2023,Basic,909,17,4,23.33,20,Referral,Yes,15271.2
10826,28,Female,Delhi,12/26/2021,8/8/2022,Standard,1216,7,2,77.98,0,Referral,No,8512
10827,33,Female,Pune,1/20/2022,8/24/2022,Basic,841,19,4,54.47,0,Referral,No,15979
10828,25,Other,Mumbai,2/25/2021,8/2/2023,Standard,447,7,2,7.14,20,Referral,No,3039.6
10829,21,Male,Mumbai,4/28/2021,11/1/2023,Basic,955,24,2,67.07,15,Organic,No,22776.75
10830,57,Other,Mumbai,6/19/2023,10/5/2022,Basic,366,11,2,118.77,20,Organic,No,3952.8
10831,21,Male,Chennai,9/10/2021,12/6/2021,Standard,869,1,4,45.22,0,Ads,No,869
10832,42,Male,Delhi,3/9/2023,12/30/2022,Standard,1047,32,1,116.04,5,Ads,No,33451.65
10833,20,Male,Mumbai,2/19/2023,8/19/2023,Basic,742,2,2,16.06,15,Referral,No,1372.7
10834,49,Male,Mumbai,3/14/2023,7/25/2022,Standard,1196,15,3,89.23,20,Ads,No,17700.8
10835,20,Female,Pune,4/25/2023,2/4/2022,Standard,698,21,5,18.15,5,Organic,No,14623.1
10836,44,Male,,6/29/2021,1/9/2023,Basic,1451,24,1,36.46,20,Organic,No,34533.8
10837,46,Male,Mumbai,2/19/2022,3/11/2023,Standard,781,17,2,70.65,15,Ads,Yes,13159.85
10838,49,Female,Bangalore,5/20/2023,11/11/2021,Standard,1247,9,0,73.17,0,Referral,No,11223
10839,36,Female,Chennai,8/23/2021,6/15/2023,Standard,485,35,3,94.15,15,Organic,No,16902.25
10840,38,Female,Pune,5/5/2023,2/10/2022,Basic,468,20,3,75.76,10,Email,No,9313.2
10841,22,Female,Bangalore,12/9/2022,9/19/2022,Basic,806,19,0,73.27,,Email,No,15152.8
10842,35,Female,Chennai,3/31/2023,8/15/2023,Standard,820,18,1,109.92,5,Ads,No,14719
10843,45,Male,Mumbai,3/21/2021,7/22/2022,Premium,460,20,0,57,5,Referral,Yes,9177
10844,59,Male,Delhi,10/9/2022,11/17/2021,Standard,639,30,0,30.91,15,Ads,No,19074.15
10845,39,Female,Hyderabad,1/22/2021,4/13/2022,Basic,1429,1,1,23.61,15,Referral,No,1214.65
10846,38,Male,Hyderabad,4/22/2022,11/21/2021,Standard,1003,24,3,51,15,Referral,No,23921.55
10847,23,Female,Mumbai,4/23/2023,9/13/2022,Premium,1476,24,2,86.97,5,Email,No,35350.2
10848,18,Male,Pune,3/16/2022,5/11/2022,Basic,1122,19,5,9.89,0,Organic,No,21318
10849,22,Male,Bangalore,1/7/2023,8/19/2022,Premium,1084,30,2,19.84,5,Organic,Yes,32465.8
10850,58,Female,Delhi,7/24/2022,6/18/2021,Premium,1472,26,2,17.2,0,Ads,No,38272
10851,29,Female,Chennai,4/3/2021,8/9/2021,Basic,430,29,2,72.3,15,Ads,No,12405.5
10852,43,Female,Mumbai,7/11/2021,5/4/2022,Premium,815,13,1,,10,Referral,No,10513.5
10853,63,Female,Delhi,4/13/2021,2/18/2023,Basic,835,4,2,24.12,5,Organic,Yes,3298.25
10854,51,Male,Delhi,1/31/2022,1/13/2023,Premium,1040,17,1,73.17,15,Referral,No,17524
10855,31,Male,Pune,1/7/2021,11/9/2022,Basic,1080,33,0,92.55,5,Email,No,35586
10856,43,Female,Chennai,10/2/2022,4/19/2023,Basic,887,5,4,43.2,15,Email,Yes,4301.95
10857,62,Female,Delhi,7/21/2022,8/30/2022,Standard,1025,28,1,71.49,5,Referral,No,28648.75
10858,44,Male,Pune,8/19/2021,2/24/2022,Standard,1242,24,3,16.28,20,Referral,Yes,29559.6
10859,26,Female,Bangalore,5/24/2023,2/21/2023,Basic,1296,17,1,112.55,5,Referral,Yes,21967.2
10860,43,Male,Pune,7/28/2022,8/20/2023,Standard,675,11,2,,20,Referral,No,7290
10861,64,Male,Bangalore,8/28/2021,12/5/2021,Basic,1481,12,2,119.71,0,Referral,No,17772
10862,39,Male,Bangalore,3/31/2021,12/21/2022,Basic,503,13,1,117.54,5,Email,No,6513.85
10863,64,Female,Delhi,8/20/2021,5/12/2023,Basic,1288,8,2,94.56,0,Email,No,10304
10864,,Female,Pune,4/2/2022,11/11/2022,Standard,960,1,0,7.31,10,Email,No,864
10865,60,Male,Bangalore,8/21/2021,8/8/2022,Basic,374,9,2,67.5,20,Ads,No,3291.2
10866,34,Female,Chennai,12/20/2021,3/15/2022,Basic,1040,28,1,14.99,5,Email,No,29068
10867,43,Male,Delhi,11/29/2021,12/19/2022,Basic,603,2,1,107.94,0,Organic,No,1206
10868,53,Male,Pune,3/15/2022,10/12/2022,Basic,1385,14,0,95.81,15,Organic,No,19182.25
10869,18,Male,Pune,1/10/2022,8/15/2022,Standard,869,13,3,116.82,0,Referral,No,11297
